comicsNumberInPages,comicsID,comicsName,comicsLink,comicsCover
589,batman-gotham-nights-2020,Batman: Gotham Nights (2020-),https://readcomicsonline.ru/comic/batman-gotham-nights-2020,https://readcomicsonline.ru/uploads/manga/batman-gotham-nights-2020/cover/cover_250x350.jpg
590,batman-hush-batman-day-special-edition-2022,Batman: Hush - Batman Day Special Edition (2022),https://readcomicsonline.ru/comic/batman-hush-batman-day-special-edition-2022,https://readcomicsonline.ru/uploads/manga/batman-hush-batman-day-special-edition-2022/cover/cover_250x350.jpg
591,batman-hush-15th-anniversary-deluxe-edition-2017,Batman: Hush 15th Anniversary Deluxe Edition (2017),https://readcomicsonline.ru/comic/batman-hush-15th-anniversary-deluxe-edition-2017,https://readcomicsonline.ru/uploads/manga/batman-hush-15th-anniversary-deluxe-edition-2017/cover/cover_250x350.jpg
592,batman-killing-time-2022,Batman: Killing Time (2022-),https://readcomicsonline.ru/comic/batman-killing-time-2022,https://readcomicsonline.ru/uploads/manga/batman-killing-time-2022/cover/cover_250x350.jpg
593,batman-kings-of-fear-2018,Batman: Kings of Fear (2018-),https://readcomicsonline.ru/comic/batman-kings-of-fear-2018,https://readcomicsonline.ru/uploads/manga/batman-kings-of-fear-2018/cover/cover_250x350.jpg
594,batman-knight-out-2020-,Batman: Knight Out (2020),https://readcomicsonline.ru/comic/batman-knight-out-2020-,https://readcomicsonline.ru/uploads/manga/batman-knight-out-2020-/cover/cover_250x350.jpg
595,batman-knightfall-tpb-collection-2018,Batman: Knightfall (TPB Collection) (2018),https://readcomicsonline.ru/comic/batman-knightfall-tpb-collection-2018,https://readcomicsonline.ru/uploads/manga/batman-knightfall-tpb-collection-2018/cover/cover_250x350.jpg
596,batman-knightwatch-2022,Batman: Knightwatch (2022-),https://readcomicsonline.ru/comic/batman-knightwatch-2022,https://readcomicsonline.ru/uploads/manga/batman-knightwatch-2022/cover/cover_250x350.jpg
597,batman-last-knight-on-earth-2019,Batman: Last Knight on Earth (2019),https://readcomicsonline.ru/comic/batman-last-knight-on-earth-2019,https://readcomicsonline.ru/uploads/manga/batman-last-knight-on-earth-2019/cover/cover_250x350.jpg
598,batman-legacy-2017,Batman: Legacy (2017),https://readcomicsonline.ru/comic/batman-legacy-2017,https://readcomicsonline.ru/uploads/manga/batman-legacy-2017/cover/cover_250x350.jpg
599,batman-legends-of-gotham-2023,Batman: Legends of Gotham (2023-),https://readcomicsonline.ru/comic/batman-legends-of-gotham-2023,https://readcomicsonline.ru/uploads/manga/batman-legends-of-gotham-2023/cover/cover_250x350.jpg
600,batman-lil-gotham-batman-day-2018,Batman: Li'L Gotham Batman Day 2018,https://readcomicsonline.ru/comic/batman-lil-gotham-batman-day-2018,https://readcomicsonline.ru/uploads/manga/batman-lil-gotham-batman-day-2018/cover/cover_250x350.jpg
601,batman-lost-2017,Batman: Lost (2017-),https://readcomicsonline.ru/comic/batman-lost-2017,https://readcomicsonline.ru/uploads/manga/batman-lost-2017/cover/cover_250x350.jpg
602,batman-new-gotham-2017,Batman: New Gotham (2017),https://readcomicsonline.ru/comic/batman-new-gotham-2017,https://readcomicsonline.ru/uploads/manga/batman-new-gotham-2017/cover/cover_250x350.jpg
603,batman-nightwalker-2019,Batman: Nightwalker (2019-),https://readcomicsonline.ru/comic/batman-nightwalker-2019,https://readcomicsonline.ru/uploads/manga/batman-nightwalker-2019/cover/cover_250x350.jpg
604,batman-one-bad-day-bane-2023,Batman: One Bad Day - Bane (2023-),https://readcomicsonline.ru/comic/batman-one-bad-day-bane-2023,https://readcomicsonline.ru/uploads/manga/batman-one-bad-day-bane-2023/cover/cover_250x350.jpg
605,batman-one-bad-day-catwoman-2023,Batman: One Bad Day - Catwoman (2023-),https://readcomicsonline.ru/comic/batman-one-bad-day-catwoman-2023,https://readcomicsonline.ru/uploads/manga/batman-one-bad-day-catwoman-2023/cover/cover_250x350.jpg
606,batman-one-bad-day-mr-freeze-2022,Batman: One Bad Day - Mr. Freeze (2022-),https://readcomicsonline.ru/comic/batman-one-bad-day-mr-freeze-2022,https://readcomicsonline.ru/uploads/manga/batman-one-bad-day-mr-freeze-2022/cover/cover_250x350.jpg
607,batman-one-bad-day-the-penguin-2022,Batman: One Bad Day - The Penguin (2022-),https://readcomicsonline.ru/comic/batman-one-bad-day-the-penguin-2022,https://readcomicsonline.ru/uploads/manga/batman-one-bad-day-the-penguin-2022/cover/cover_250x350.jpg
608,batman-one-bad-day-the-riddler-2022,Batman: One Bad Day - The Riddler (2022-),https://readcomicsonline.ru/comic/batman-one-bad-day-the-riddler-2022,https://readcomicsonline.ru/uploads/manga/batman-one-bad-day-the-riddler-2022/cover/cover_250x350.jpg
609,batman-one-bad-day-twoface-2022,Batman: One Bad Day - Two-Face (2022-),https://readcomicsonline.ru/comic/batman-one-bad-day-twoface-2022,https://readcomicsonline.ru/uploads/manga/batman-one-bad-day-twoface-2022/cover/cover_250x350.jpg
610,batman-one-dark-knight-2021,Batman: One Dark Knight (2021-),https://readcomicsonline.ru/comic/batman-one-dark-knight-2021,https://readcomicsonline.ru/uploads/manga/batman-one-dark-knight-2021/cover/cover_250x350.jpg
611,batman-overdrive-2020,Batman: Overdrive (2020),https://readcomicsonline.ru/comic/batman-overdrive-2020,https://readcomicsonline.ru/uploads/manga/batman-overdrive-2020/cover/cover_250x350.jpg
612,batman-pennyworth-rip-2020,Batman: Pennyworth R.I.P. (2020),https://readcomicsonline.ru/comic/batman-pennyworth-rip-2020,https://readcomicsonline.ru/uploads/manga/batman-pennyworth-rip-2020/cover/cover_250x350.jpg
613,batman-prelude-to-the-wedding-batgirl-vs-riddler-2018,Batman: Prelude to the Wedding: Batgirl vs. Riddler (2018-),https://readcomicsonline.ru/comic/batman-prelude-to-the-wedding-batgirl-vs-riddler-2018,https://readcomicsonline.ru/uploads/manga/batman-prelude-to-the-wedding-batgirl-vs-riddler-2018/cover/cover_250x350.jpg
614,batman-prelude-to-the-wedding-harley-quinn-vs-joker-2018,Batman: Prelude to the Wedding: Harley Quinn vs. Joker (2018-),https://readcomicsonline.ru/comic/batman-prelude-to-the-wedding-harley-quinn-vs-joker-2018,https://readcomicsonline.ru/uploads/manga/batman-prelude-to-the-wedding-harley-quinn-vs-joker-2018/cover/cover_250x350.jpg
615,batman-prelude-to-the-wedding-nightwing-vs-hush-2018,Batman: Prelude to the Wedding: Nightwing vs. Hush (2018-),https://readcomicsonline.ru/comic/batman-prelude-to-the-wedding-nightwing-vs-hush-2018,https://readcomicsonline.ru/uploads/manga/batman-prelude-to-the-wedding-nightwing-vs-hush-2018/cover/cover_250x350.jpg
616,batman-prelude-to-the-wedding-red-hood-vs-anarky-2018,Batman: Prelude to the Wedding: Red Hood vs. Anarky (2018-),https://readcomicsonline.ru/comic/batman-prelude-to-the-wedding-red-hood-vs-anarky-2018,https://readcomicsonline.ru/uploads/manga/batman-prelude-to-the-wedding-red-hood-vs-anarky-2018/cover/cover_250x350.jpg
617,batman-prelude-to-the-wedding-robin-vs-ras-al-ghul-2018,Batman: Prelude to the Wedding: Robin vs. Ra's Al Ghul (2018-),https://readcomicsonline.ru/comic/batman-prelude-to-the-wedding-robin-vs-ras-al-ghul-2018,https://readcomicsonline.ru/uploads/manga/batman-prelude-to-the-wedding-robin-vs-ras-al-ghul-2018/cover/cover_250x350.jpg
618,batman-reptilian-2021,Batman: Reptilian (2021),https://readcomicsonline.ru/comic/batman-reptilian-2021,https://readcomicsonline.ru/uploads/manga/batman-reptilian-2021/cover/cover_250x350.jpg
619,batman-road-to-no-mans-land-2015,Batman: Road to No Man's Land (2015),https://readcomicsonline.ru/comic/batman-road-to-no-mans-land-2015,https://readcomicsonline.ru/uploads/manga/batman-road-to-no-mans-land-2015/cover/cover_250x350.jpg
620,batman-sins-of-the-father-2018,Batman: Sins of the Father (2018-),https://readcomicsonline.ru/comic/batman-sins-of-the-father-2018,https://readcomicsonline.ru/uploads/manga/batman-sins-of-the-father-2018/cover/cover_250x350.jpg
621,batman-super-powers-2018,Batman: Super Powers (2018),https://readcomicsonline.ru/comic/batman-super-powers-2018,https://readcomicsonline.ru/uploads/manga/batman-super-powers-2018/cover/cover_250x350.jpg
622,batman-tales-of-the-demon-2020,Batman: Tales of the Demon (2020),https://readcomicsonline.ru/comic/batman-tales-of-the-demon-2020,https://readcomicsonline.ru/uploads/manga/batman-tales-of-the-demon-2020/cover/cover_250x350.jpg
623,batman-the-adventures-continue-2020,Batman: The Adventures Continue (2020-),https://readcomicsonline.ru/comic/batman-the-adventures-continue-2020,https://readcomicsonline.ru/uploads/manga/batman-the-adventures-continue-2020/cover/cover_250x350.jpg
624,batman-the-adventures-continue-season-three-2023,Batman: The Adventures Continue Season Three (2023-),https://readcomicsonline.ru/comic/batman-the-adventures-continue-season-three-2023,https://readcomicsonline.ru/uploads/manga/batman-the-adventures-continue-season-three-2023/cover/cover_250x350.jpg
625,batman-the-adventures-continue-season-two-2021,Batman: The Adventures Continue: Season Two (2021-),https://readcomicsonline.ru/comic/batman-the-adventures-continue-season-two-2021,https://readcomicsonline.ru/uploads/manga/batman-the-adventures-continue-season-two-2021/cover/cover_250x350.jpg
626,batman-the-audio-adventures-2022,Batman: The Audio Adventures (2022-),https://readcomicsonline.ru/comic/batman-the-audio-adventures-2022,https://readcomicsonline.ru/uploads/manga/batman-the-audio-adventures-2022/cover/cover_250x350.jpg
627,batman-the-audio-adventures-special-2021,Batman: The Audio Adventures Special (2021),https://readcomicsonline.ru/comic/batman-the-audio-adventures-special-2021,https://readcomicsonline.ru/uploads/manga/batman-the-audio-adventures-special-2021/cover/cover_250x350.jpg
628,batman-the-bat-and-the-cat-80-years-of-romance-2020,Batman: The Bat and the Cat: 80 Years of Romance (2020),https://readcomicsonline.ru/comic/batman-the-bat-and-the-cat-80-years-of-romance-2020,https://readcomicsonline.ru/uploads/manga/batman-the-bat-and-the-cat-80-years-of-romance-2020/cover/cover_250x350.jpg
629,batman-the-chalice-2001,Batman: The Chalice (2001),https://readcomicsonline.ru/comic/batman-the-chalice-2001,https://readcomicsonline.ru/uploads/manga/batman-the-chalice-2001/cover/cover_250x350.jpg
630,batman-the-chalice-2021,Batman: The Chalice (2021),https://readcomicsonline.ru/comic/batman-the-chalice-2021,https://readcomicsonline.ru/uploads/manga/batman-the-chalice-2021/cover/cover_250x350.jpg
631,batman-the-dark-knight-returns-30th-anniversary-edition-2019,Batman: The Dark Knight Returns - 30th Anniversary Edition (2019),https://readcomicsonline.ru/comic/batman-the-dark-knight-returns-30th-anniversary-edition-2019,https://readcomicsonline.ru/uploads/manga/batman-the-dark-knight-returns-30th-anniversary-edition-2019/cover/cover_250x350.jpg
632,batman-the-dark-prince-charming-2017,Batman: The Dark Prince Charming (2017-),https://readcomicsonline.ru/comic/batman-the-dark-prince-charming-2017,https://readcomicsonline.ru/uploads/manga/batman-the-dark-prince-charming-2017/cover/cover_250x350.jpg
633,batman-the-dawnbreaker-2017,Batman: The Dawnbreaker (2017-),https://readcomicsonline.ru/comic/batman-the-dawnbreaker-2017,https://readcomicsonline.ru/uploads/manga/batman-the-dawnbreaker-2017/cover/cover_250x350.jpg
634,batman-the-demon-trilogy-2020,Batman: The Demon Trilogy (2020),https://readcomicsonline.ru/comic/batman-the-demon-trilogy-2020,https://readcomicsonline.ru/uploads/manga/batman-the-demon-trilogy-2020/cover/cover_250x350.jpg
635,batman-the-detective-2021,Batman: The Detective (2021-),https://readcomicsonline.ru/comic/batman-the-detective-2021,https://readcomicsonline.ru/uploads/manga/batman-the-detective-2021/cover/cover_250x350.jpg
636,batman-the-devastator-2017,Batman: The Devastator (2017-),https://readcomicsonline.ru/comic/batman-the-devastator-2017,https://readcomicsonline.ru/uploads/manga/batman-the-devastator-2017/cover/cover_250x350.jpg
637,batman-the-drowned-2017-,Batman: The Drowned (2017-) ,https://readcomicsonline.ru/comic/batman-the-drowned-2017-,https://readcomicsonline.ru/uploads/manga/batman-the-drowned-2017-/cover/cover_250x350.jpg
638,batman-the-imposter-2021,Batman: The Imposter (2021-),https://readcomicsonline.ru/comic/batman-the-imposter-2021,https://readcomicsonline.ru/uploads/manga/batman-the-imposter-2021/cover/cover_250x350.jpg
639,batman-the-killing-joke,Batman: The Killing Joke,https://readcomicsonline.ru/comic/batman-the-killing-joke,https://readcomicsonline.ru/uploads/manga/batman-the-killing-joke/cover/cover_250x350.jpg
640,batman-the-knight-2022,Batman: The Knight (2022-),https://readcomicsonline.ru/comic/batman-the-knight-2022,https://readcomicsonline.ru/uploads/manga/batman-the-knight-2022/cover/cover_250x350.jpg
641,batman-the-knight-compendium-edition-2022,Batman: The Knight Compendium Edition (2022-),https://readcomicsonline.ru/comic/batman-the-knight-compendium-edition-2022,https://readcomicsonline.ru/uploads/manga/batman-the-knight-compendium-edition-2022/cover/cover_250x350.jpg
642,batman-the-long-halloween-haunted-knight-deluxe-edition-2022,Batman: The Long Halloween Haunted Knight Deluxe Edition (2022),https://readcomicsonline.ru/comic/batman-the-long-halloween-haunted-knight-deluxe-edition-2022,https://readcomicsonline.ru/uploads/manga/batman-the-long-halloween-haunted-knight-deluxe-edition-2022/cover/cover_250x350.jpg
643,batman-the-long-halloween-special-2021,Batman: The Long Halloween Special (2021),https://readcomicsonline.ru/comic/batman-the-long-halloween-special-2021,https://readcomicsonline.ru/uploads/manga/batman-the-long-halloween-special-2021/cover/cover_250x350.jpg
644,batman-the-man-who-laughs-the-deluxe-edition-2020,Batman: The Man Who Laughs: The Deluxe Edition (2020),https://readcomicsonline.ru/comic/batman-the-man-who-laughs-the-deluxe-edition-2020,https://readcomicsonline.ru/uploads/manga/batman-the-man-who-laughs-the-deluxe-edition-2020/cover/cover_250x350.jpg
645,batman-the-merciless-2017,Batman: The Merciless (2017),https://readcomicsonline.ru/comic/batman-the-merciless-2017,https://readcomicsonline.ru/uploads/manga/batman-the-merciless-2017/cover/cover_250x350.jpg
646,batman-the-murder-machine-2017,Batman: The Murder Machine (2017-),https://readcomicsonline.ru/comic/batman-the-murder-machine-2017,https://readcomicsonline.ru/uploads/manga/batman-the-murder-machine-2017/cover/cover_250x350.jpg
647,batman-the-red-death-2017-,Batman: The Red Death (2017-) ,https://readcomicsonline.ru/comic/batman-the-red-death-2017-,https://readcomicsonline.ru/uploads/manga/batman-the-red-death-2017-/cover/cover_250x350.jpg
648,batman-the-smile-killer-2020,Batman: The Smile Killer (2020-),https://readcomicsonline.ru/comic/batman-the-smile-killer-2020,https://readcomicsonline.ru/uploads/manga/batman-the-smile-killer-2020/cover/cover_250x350.jpg
649,batman-the-tv-stories-2013,Batman: The TV Stories (2013),https://readcomicsonline.ru/comic/batman-the-tv-stories-2013,https://readcomicsonline.ru/uploads/manga/batman-the-tv-stories-2013/cover/cover_250x350.jpg
650,batman-the-world-2021,Batman: The World (2021),https://readcomicsonline.ru/comic/batman-the-world-2021,https://readcomicsonline.ru/uploads/manga/batman-the-world-2021/cover/cover_250x350.jpg
651,batman-three-jokers-2020,Batman: Three Jokers (2020-),https://readcomicsonline.ru/comic/batman-three-jokers-2020,https://readcomicsonline.ru/uploads/manga/batman-three-jokers-2020/cover/cover_250x350.jpg
652,batman-universe-2019,Batman: Universe (2019-),https://readcomicsonline.ru/comic/batman-universe-2019,https://readcomicsonline.ru/uploads/manga/batman-universe-2019/cover/cover_250x350.jpg
653,batman-urban-legends-2021,Batman: Urban Legends (2021-),https://readcomicsonline.ru/comic/batman-urban-legends-2021,https://readcomicsonline.ru/uploads/manga/batman-urban-legends-2021/cover/cover_250x350.jpg
654,batman-venom-2012,Batman: Venom (2012),https://readcomicsonline.ru/comic/batman-venom-2012,https://readcomicsonline.ru/uploads/manga/batman-venom-2012/cover/cover_250x350.jpg
655,batman-wayne-family-adventures-2021,Batman: Wayne Family Adventures (2021-),https://readcomicsonline.ru/comic/batman-wayne-family-adventures-2021,https://readcomicsonline.ru/uploads/manga/batman-wayne-family-adventures-2021/cover/cover_250x350.jpg
656,batman-whatever-happened-to-the-caped-crusader-the-deluxe-edition-2020-edition,Batman: Whatever Happened to the Caped Crusader?: The Deluxe Edition (2020 Edition),https://readcomicsonline.ru/comic/batman-whatever-happened-to-the-caped-crusader-the-deluxe-edition-2020-edition,https://readcomicsonline.ru/uploads/manga/batman-whatever-happened-to-the-caped-crusader-the-deluxe-edition-2020-edition/cover/cover_250x350.jpg
657,batman-white-knight-batman-day-2018-,Batman: White Knight - Batman Day 2018,https://readcomicsonline.ru/comic/batman-white-knight-batman-day-2018-,https://readcomicsonline.ru/uploads/manga/batman-white-knight-batman-day-2018-/cover/cover_250x350.jpg
658,batman-white-knight-2017,Batman: White Knight (2017-),https://readcomicsonline.ru/comic/batman-white-knight-2017,https://readcomicsonline.ru/uploads/manga/batman-white-knight-2017/cover/cover_250x350.jpg
659,batman-white-knight-presents-red-hood-2022,Batman: White Knight Presents - Red Hood (2022-),https://readcomicsonline.ru/comic/batman-white-knight-presents-red-hood-2022,https://readcomicsonline.ru/uploads/manga/batman-white-knight-presents-red-hood-2022/cover/cover_250x350.jpg
